price,os,new,model_cpu,core,frequency_ghz,socket,ram_gb,ram_type,ram_ghz,model_gpu,vram_gb,storage_gb,mother_board,power_supply,estimation,link,general_score
51999,без ос,yes,intel core i5-12400,6.0,4400.0,lga 1700,16.0,ddr4,3200.0,intel uhd graphics 730,0.0,500.0,intel h610,350.0,Нормальная,https://www.dns-shop.ru/product/2aaa658b249ad9cb/pk-dexp-atlas-h530/,18.0
150999,без ос,yes,amd ryzen 5 7500f,6.0,5000.0,am5,32.0,ddr5,6000.0,geforce rtx 5060 ti,16.0,1024.0,amd b650,650.0,Нормальная,https://www.dns-shop.ru/product/be5c8562bb7dd9cb/pk-ardor-gaming-rage-h440/,34.7
45999,без ос,yes,amd ryzen 5 5600g,6.0,4400.0,am4,16.0,ddr4,3200.0,amd radeon vega 7,0.0,512.0,amd b550,500.0,Хорошая,https://www.dns-shop.ru/product/696df91fd2f0d9cb/pk-dexp-atlas-h516/,20.2
48999,windows 11 pro,yes,intel core i7-12650h,10.0,4700.0,bga 1744,16.0,ddr4,3200.0,intel uhd graphics,0.0,512.0,soc,120.0,Нормальная,https://www.dns-shop.ru/product/f38d95bc1f7171e7/mini-pk-dexp-jupiter-ju01cy/,18.7
39799,linux,yes,amd ryzen 7 4800h,8.0,4200.0,fp6,16.0,ddr4,0.0,amd radeon rx vega 7,0.0,512.0,soc,65.0,Хорошая,https://www.dns-shop.ru/product/3d0a731ceb19ed20/mini-pk-maibenbenpc40-pc4000f0lg0e0/,16.0
38999,без ос,yes,intel core i3-12100,4.0,4300.0,lga 1700,8.0,ddr4,3200.0,intel uhd graphics 730,0.0,512.0,intel h610,350.0,Хорошая,https://www.dns-shop.ru/product/3ff3e29f830fd9cb/pk-dexp-atlas-h556/,18.0
26999,windows 11 pro,yes,intel celeron n5095,4.0,2900.0,bga 1338,16.0,ddr4,0.0,intel uhd graphics,0.0,512.0,soc,36.0,Нормальная,https://www.dns-shop.ru/product/f856c6abf278d582/mini-pk-beelink-mini-s-00032/,12.0
39799,без ос,yes,intel core i5-1235u,10.0,4400.0,bga 1744,8.0,ddr4,0.0,intel uhd graphics,0.0,512.0,soc,120.0,Плохая,https://www.dns-shop.ru/product/75890885eca7ed20/mini-pk-msi-pro-dp10-12m-222xru-9s6-b0a622-222/,14.0
94999,без ос,yes,intel core i5-12400f,6.0,4400.0,lga 1700,16.0,unknown,0.0,geforce rtx 4060,8.0,1024.0,unknown,550.0,Плохая,https://www.dns-shop.ru/product/16216bac45699a15/pk-osio-cyberline-s59i-003b/,22.2
71999,windows 11 pro,yes,intel core i5-13400,10.0,4600.0,lga 1700,16.0,ddr4,0.0,intel uhd graphics 730,0.0,512.0,intel h610,90.0,Плохая,https://www.dns-shop.ru/product/4417c0bf43d3d0a4/mini-pk-rombica-blackbird-i5-t134165p-pcmi-0340/,16.3
39799,windows 11 pro,yes,intel core i5-12450h,8.0,4400.0,lga 1700,16.0,ddr4,3200.0,intel uhd graphics,0.0,256.0,unknown,120.0,Плохая,https://www.dns-shop.ru/product/e9d2b2f2de9bd582/mini-pk-azerty-az-0037-16-256-120-0709/,13.2
40799,windows 11 pro,yes,amd ryzen 5 7530u,6.0,4500.0,fp6,16.0,ddr4,0.0,amd radeon graphics,0.0,512.0,soc,72.0,Плохая,https://www.dns-shop.ru/product/8e19a4350f58d582/mini-pk-azerty-az-0041-16-512-120-1025/,14.0
40799,без ос,yes,intel core i3-13100,4.0,4500.0,lga 1700,8.0,ddr4,0.0,intel uhd graphics 730,0.0,512.0,intel h610,120.0,Хорошая,https://www.dns-shop.ru/product/79b54a9dca1ded20/mini-pk-msi-pro-dp21-13m-604xru-9s6-b0a421-632/,15.8
19799,windows 11 pro,yes,intel n100,4.0,0.0,bga 1264,8.0,ddr4,0.0,intel uhd graphics,0.0,256.0,soc,36.0,Плохая,https://www.dns-shop.ru/product/1a2b208343d3d0a4/mini-pk-rombica-horizon-n10-xn1082p-pcmi-0112/,8.5
30299,windows 11 pro,yes,intel n100,4.0,0.0,bga 1264,12.0,lpddr5,0.0,intel uhd graphics,0.0,512.0,soc,36.0,Нормальная,https://www.dns-shop.ru/product/bb4f28e410d6ed20/mini-pk-chuwi-larkbox-x/,10.7
29999,unknown,no,intel xeon e5-2643v4,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte amd radeon rx 6500 xt eagle 4g,0.0,0.0,machinist x99 e5 k9,0.0,Плохая,https://www.avito.ru/krasnoyarsk/nastolnye_kompyutery/igrovoy_pk_7905716940?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,8.5
4000,unknown,no,intel celeron 1000a,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,asus p10s-i,0.0,Хорошая,https://www.avito.ru/syktyvkar/nastolnye_kompyutery/kompyuter_sistemnyy_blok_ofisnyy_4536397785?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,3.0
65000,unknown,no,intel core i5-12400,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte nvidia geforce rtx 3060 12gb,0.0,0.0,msi pro h610m-e ddr4,0.0,Плохая,https://www.avito.ru/gorno-altaysk/nastolnye_kompyutery/igrovoy_sistemnyy_blok_i5_12400rtx3060_7395116397?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,13.0
4499,unknown,yes,intel core i5-3330,0.0,0.0,unknown,8.0,unknown,0.0,unknown,0.0,0.0,gigabyte ga-h61m-ds2 (rev. 1.0),0.0,Хорошая,https://www.avito.ru/salsk/nastolnye_kompyutery/sistemnyy_blok_7508929163?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,3.5
80000,unknown,yes,intel core i5-12400f,0.0,0.0,unknown,32.0,unknown,0.0,nvidia geforce rtx 4060 ti 8gb founders edition,0.0,0.0,asrock b660m pg riptide,0.0,Плохая,https://www.avito.ru/vatutinki/nastolnye_kompyutery/moschnyy_rozovyy_igrovoy_pk_7728602440?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,16.5
15000,unknown,no,intel core i5-650,0.0,0.0,unknown,4.0,unknown,0.0,nvidia geforce gt 320 2gb,0.0,0.0,acer rs880m05,0.0,Плохая,https://www.avito.ru/novorossiysk/nastolnye_kompyutery/sistemnyy_blok_7904280459?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,3.0
1600,unknown,no,intel core 2 quad q9300,0.0,0.0,unknown,4.0,unknown,0.0,asus geforce 8500 gt 512mb,0.0,0.0,asus p5kpl-am se,0.0,Хорошая,https://www.avito.ru/rubtsovsk/nastolnye_kompyutery/sistemnyy_blok_7810731641?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,2.0
22000,unknown,no,amd ryzen 3 2200g,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,gigabyte b450m ds3h,0.0,Плохая,https://www.avito.ru/vladimir/nastolnye_kompyutery/prodam_pk_7756081303?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,8.0
4003,unknown,no,amd athlon ii x4 740,0.0,0.0,unknown,4.0,unknown,0.0,dell ati radeon hd 7570 1gb,0.0,0.0,msi 760gm-p34 (fx),0.0,Хорошая,https://www.avito.ru/kazan/nastolnye_kompyutery/kompyuter_monitor_7905361163?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,3.0
4900,unknown,yes,amd a6-9225,0.0,0.0,unknown,4.0,unknown,0.0,hp amd firepro w7000 4gb,0.0,0.0,hp a61tt2,0.0,Хорошая,https://www.avito.ru/novoivanovskoe/nastolnye_kompyutery/pk_a6-9225_firepro_w7000_4_gb_ram_4_gb_7659369828?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,2.0
18599,unknown,no,intel core i3-10100f,0.0,0.0,unknown,8.0,unknown,0.0,unknown,0.0,0.0,gigabyte h410m h v3,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/pk_coretm_i3-10100f_ram_8_gb_7913029675?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,5.5
1999,unknown,no,intel celeron g1610,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,asrock h61m-gs,0.0,Хорошая,https://www.avito.ru/tomsk/nastolnye_kompyutery/kompyuter_ssd240gb_windows_10_7841127482?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,2.0
50000,unknown,no,amd ryzen 5 5600x,0.0,0.0,unknown,16.0,unknown,0.0,nvidia geforce gtx 1660 super 6gb,0.0,0.0,asus tuf gaming b550m-e wifi,0.0,Плохая,https://www.avito.ru/krasnoyarsk/nastolnye_kompyutery/igrovoy_kompyuter_7837757650?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,11.0
12000,unknown,no,intel xeon x3440,0.0,0.0,unknown,8.0,unknown,0.0,msi geforce gtx 660 twin frozr iii,0.0,0.0,asus p7p55 lx,0.0,Плохая,https://www.avito.ru/kazan/nastolnye_kompyutery/igrovoy_kompyuter_s_bolshim_monitorom_7909682150?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,3.5
3300,unknown,no,intel celeron g3930,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,gigabyte ga-h110m-s2 (rev. 1.0),0.0,Хорошая,https://www.avito.ru/irkutskaya_oblast_osa/nastolnye_kompyutery/kompyuter_7926425824?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,2.5
3000,unknown,no,intel core 2 duo e7400,0.0,0.0,unknown,4.0,unknown,0.0,asus amd radeon hd 5450 silent,0.0,0.0,asus p5kpl-am se,0.0,Хорошая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/bystryy_minipk_na_ssd_win10_7882046960?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbatbuzzjsb0lyvnkxbxkwijt9vipzoz8aaaa,2.0
45000,unknown,no,intel core i3-12100f,0.0,0.0,unknown,16.0,unknown,0.0,asus dual geforce rtx 3050 oc edition 8gb,0.0,0.0,asus a55m-a,0.0,Плохая,https://www.avito.ru/ekaterinburg/nastolnye_kompyutery/igrovoy_kompyuter_7923575520?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,12.0
39000,unknown,yes,intel core i5-9400f,0.0,0.0,unknown,16.0,unknown,0.0,nvidia geforce rtx 3050 8gb,0.0,0.0,asus prime h310m-a,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_intel_i5_9400f_rtx3050_garantiya_7388774620?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,11.0
29000,unknown,yes,amd ryzen 5 1600,0.0,0.0,unknown,16.0,unknown,0.0,msi geforce gtx 1050 ti 4gb,0.0,0.0,jingsha a320m-k,0.0,Плохая,https://www.avito.ru/izhevsk/nastolnye_kompyutery/igrovoy_pk_ryzen_5_16gbgtx1050tissdhdd500w_7860984414?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,8.0
45000,unknown,no,amd ryzen 5 5500,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,asrock b450m-hdv,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/ryzen_5_5500_2070_super_7805390749?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,7.0
15900,unknown,no,intel core i5-3570,0.0,0.0,unknown,16.0,unknown,0.0,msi geforce gtx 1060 gaming x 3gb,0.0,0.0,asus p8h77-m le,0.0,Плохая,https://www.avito.ru/ufa/nastolnye_kompyutery/igrovoy_pk_i516gbgtx_1060_gaming_x_3gb_7828857828?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,8.0
12000,unknown,no,amd ryzen 5 5600g,0.0,0.0,unknown,16.0,unknown,0.0,nvidia geforce rtx 3060 ti founders edition 8gb,0.0,0.0,msi 870s-g54,0.0,Хорошая,https://www.avito.ru/kerch/nastolnye_kompyutery/prodayu_pereferiyu_dlya_pk_7859392378?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,12.0
2000,unknown,no,amd a4-6300,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,iru h610m-vhd/d4m.2,0.0,Хорошая,https://www.avito.ru/moskva/nastolnye_kompyutery/kompyuter_7782203304?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,3.0
29990,unknown,yes,intel xeon e5-2650v2,0.0,0.0,unknown,32.0,unknown,0.0,amd amd radeon rx 580 8gb,0.0,0.0,atermiter x79g,0.0,Плохая,https://www.avito.ru/kazan/nastolnye_kompyutery/i7_igrovoy_pc_v_sbore_polnyy_komplekt_4718976144?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,8.5
21500,unknown,no,amd ryzen 5 1600,0.0,0.0,unknown,6.0,unknown,0.0,msi geforce gtx 1660 super aero itx oc 6gb,0.0,0.0,asus prime b450m-a,0.0,Плохая,https://www.avito.ru/reutov/nastolnye_kompyutery/igrovoy_pk_na_1660_super_16_ddr_4_ryzen_5_1600_7806460652?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,7.5
2197,unknown,no,intel pentium g630,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,msi h61m-p20 (g3),0.0,Хорошая,https://www.avito.ru/lyubertsy/nastolnye_kompyutery/kompyuter_7923582970?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,2.0
5500,unknown,no,intel core i5-7400,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,lenovo ib360cw/v2.1,0.0,Хорошая,https://www.avito.ru/gresovskiy/nastolnye_kompyutery/kompyuter_i5_7400_4665144731?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,3.0
13000,unknown,no,intel core i5-9600kf,0.0,0.0,unknown,32.0,unknown,0.0,unknown,0.0,0.0,gigabyte z390 ud,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/prodam_sborku_pk_7711393573?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,7.5
5999,unknown,no,intel core i5-2310,0.0,0.0,unknown,6.0,unknown,0.0,asus geforce gtx 560 1gb,0.0,0.0,asus p8h61-mx r2.0,0.0,Хорошая,https://www.avito.ru/verhnyaya_hava/nastolnye_kompyutery/kompyuter_i5-gtx560_7883804391?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,2.0
89990,unknown,yes,intel core i5-13400f,0.0,0.0,unknown,32.0,unknown,0.0,gigabyte geforce rtx 5060 gaming oc 8gb,0.0,0.0,msi pro h610m-e ddr4,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_rtx_5060_i5_13400f_ozu_32gb_7525786935?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,16.5
101600,unknown,yes,amd ryzen 5 7500f,0.0,0.0,unknown,32.0,unknown,0.0,gigabyte geforce rtx 5070 gaming 12gb,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_rtx_5070_12_gb_ryzen_5_7500f_7788810925?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,15.5
100900,unknown,yes,amd ryzen 5 7500f,0.0,0.0,unknown,32.0,unknown,0.0,msi geforce rtx 5060 ti gaming oc 16 16gb,0.0,0.0,msi b760 gaming plus wifi,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_rtx_5060_ti_na_16gb_s_ryzen_5_7500f_7751216565?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,17.0
15000,unknown,yes,amd ryzen 5 2400g,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,esonic b450da1,0.0,Плохая,https://www.avito.ru/shahty/nastolnye_kompyutery/kompyuter_ryzen_5_2400g_ddr4_16gb_7820507842?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,7.0
6500,unknown,no,intel core i3-7100,0.0,0.0,unknown,12.0,unknown,0.0,unknown,0.0,0.0,asus h81m-c,0.0,Хорошая,https://www.avito.ru/krasnodar/nastolnye_kompyutery/sistemnyy_blok_i3_7100_12gb_ram._ssd_240_7895716776?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,4.7
3500,unknown,no,intel core i3-2100,0.0,0.0,unknown,6.0,unknown,0.0,unknown,0.0,0.0,asus a68hm-k,0.0,Хорошая,https://www.avito.ru/nizhnevartovsk/nastolnye_kompyutery/pk_core_i3-2100_6_gb_7850237401?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,3.5
6000,unknown,no,intel core i7-920,0.0,0.0,unknown,6.0,unknown,0.0,nvidia geforce gt610 2gb,0.0,0.0,asus p6t se,0.0,Хорошая,https://www.avito.ru/samara/nastolnye_kompyutery/kompyuter_c_monitorom_core_i7_6_gb_ozu_ssd_256_7540641610?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,5.0
10000,unknown,no,intel core i3-6100,0.0,0.0,unknown,16.0,unknown,0.0,msi geforce gtx 750 ti 2gb,0.0,0.0,asus z170-p,0.0,Нормальная,https://www.avito.ru/kaliningrad/nastolnye_kompyutery/igrovoy_pk_i3-6100_gtx_750_ti_16_gb_ram_1_tb_hdd_7883022259?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,6.5
41500,unknown,yes,intel xeon e5-2660v3,0.0,0.0,unknown,16.0,unknown,0.0,cbr geforce rtx 3050 8gb,0.0,0.0,lj it x99-d4,0.0,Плохая,https://www.avito.ru/bashkortostan_oktyabrskiy/nastolnye_kompyutery/polnostyu_novyy_kompyuter_rtx3050_8gb_7281932002?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,9.5
40000,unknown,no,amd ryzen 5 7600,0.0,0.0,unknown,32.0,unknown,0.0,unknown,0.0,0.0,aoostar ta95x3d,0.0,Плохая,https://www.avito.ru/novosibirskaya_oblast_koltsovo/nastolnye_kompyutery/mini_pk_genmachine_ryzen_7640hs_es_7867555491?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,7.5
33333,unknown,yes,intel core i5-12400f,0.0,0.0,unknown,32.0,unknown,0.0,gigabyte geforce rtx 5060 windforce oc 8gb,0.0,0.0,msi pro h610m-e ddr4,0.0,Хорошая,https://www.avito.ru/ufa/nastolnye_kompyutery/igrovoy_pk_ultra_4k_2684984294?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,16.5
1000,unknown,no,intel core i3-2130,0.0,0.0,unknown,8.0,unknown,0.0,unknown,0.0,0.0,asus p8h67-m lx,0.0,Хорошая,https://www.avito.ru/nizhniy_tagil/nastolnye_kompyutery/komplekt_7676672046?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,4.5
10000,unknown,no,intel core i3-7100,0.0,0.0,unknown,8.0,unknown,0.0,sapphire radeon r9 380 4gb,0.0,0.0,asus h110m-k,0.0,Нормальная,https://www.avito.ru/maykop/nastolnye_kompyutery/sistemnyy_blok_7760467698?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,6.5
55000,unknown,no,intel core i5-12400f,0.0,0.0,unknown,16.0,unknown,0.0,palit geforce rtx 3060 ti dual oc 8gb,0.0,0.0,msi pro h610m-e ddr4,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_pk_rtx_3060_ti_7523006154?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,13.0
45000,unknown,no,amd ryzen 5 5600g,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,msi b550m pro-vdh,0.0,Плохая,https://www.avito.ru/tomsk/nastolnye_kompyutery/pushka_na_ryzen_5600g1060_6gb16_gb_7434153188?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,7.5
500,unknown,no,intel xeon e5 2666 v3,0.0,0.0,unknown,16.0,unknown,0.0,gainward geforce rtx 2060 super ghost 8gb,0.0,0.0,amentmen x99-b4,0.0,Хорошая,https://www.avito.ru/tuchkovo/nastolnye_kompyutery/igrovoy_kompyuter_s_monitorom_7510037970?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,9.0
63990,unknown,yes,amd ryzen 5 5600x,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte geforce rtx 4060 d6 8gb,0.0,0.0,asus prime b450-plus,0.0,Плохая,https://www.avito.ru/volgograd/nastolnye_kompyutery/igrovoy_pk_ryzen_5_5600x_geforce_rtx_4060_8_gb_ram_16_gb_7499243972?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,14.5
2190,unknown,no,intel core i5-3470,0.0,0.0,unknown,8.0,unknown,0.0,nvidia geforce rtx 3080 ti founders edition 12gb,0.0,0.0,asus h61m-k,0.0,Хорошая,https://www.avito.ru/nizhniy_novgorod/nastolnye_kompyutery/komplekt_pk_i5_34706gb_7826774737?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijzukk0tfuym0powwr1wlltijt98i8_pd8aaaa,11.0
